Code	Langue	Source	Description	Infos RERO	nb Docs total	URI LEXVO	nb de doc entre 1301-1400	nb de doc entre 1401-1500	nb de doc entre 1501-1600	nb de doc entre 1601-1700	nb de doc entre 1701-1800	nb de doc entre 1801-1900	nb de doc entre 1901-2000	nb de doc entre 2001-2100	Statut : code	Statut : verbalisation	Statut : description	Statut : source	Classification
gle	irlandais	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Ireland	gaélique d'Irlande	https://api.istex.fr/document/?q=language:gle	http://lexvo.org/id/iso639-3/gle	https://api.istex.fr/document/?q=language:gle AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:gle AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:gle AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:gle AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:gle AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:gle AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:gle AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:gle AND publicationDate:[2001 TO 2100]	3	Wider communication	Statutory language of national identity (1937, Constitution, Article 8(1)). Widely used as L2 in all parts of the country (Salminen 2007)	https://www.ethnologue.com/language/gle	Indo-European, Celtic, Insular, Goidelic
ang	anglo-saxon	http://www.iso.org/iso/fr/home/standards/language_codes.htm	n/a		https://api.istex.fr/document/?q=language:ang	http://lexvo.org/id/iso639-3/ang	https://api.istex.fr/document/?q=language:ang AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:ang AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:ang AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:ang AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:ang AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:ang AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:ang AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:ang AND publicationDate:[2001 TO 2100]	n/a
swe	suédois	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Sweden		https://api.istex.fr/document/?q=language:swe	http://lexvo.org/id/iso639-3/swe	https://api.istex.fr/document/?q=language:swe AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:swe AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:swe AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:swe AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:gle AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:swe AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:swe AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:swe AND publicationDate:[2001 TO 2100]	1	National	Statutory national language (2009, Language Act. No. 600, Articles 4,5,6)	https://www.ethnologue.com/language/swe	Indo-European, Germanic, North, East Scandinavian, Danish-Swedish, Swedish
chi	chinois	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A macrolanguage of China		https://api.istex.fr/document/?q=language:chi	http://lexvo.org/id/iso639-3/zho	https://api.istex.fr/document/?q=language:chi AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:chi AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:chi AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:chi AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:chi AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:chi AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:chi AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:chi AND publicationDate:[2001 TO 2100]	n/a			https://www.ethnologue.com/language/zho
alg	algonquin (langues)	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Canada	massachusett ;  menomini ; natick	https://api.istex.fr/document/?q=language:alg	http://lexvo.org/id/iso639-5/alg	https://api.istex.fr/document/?q=language:alg AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:alg AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:alg AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:alg AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:alg AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:alg AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:alg AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:alg AND publicationDate:[2001 TO 2100]	6b 	Threatened		https://www.ethnologue.com/language/alq	Algic, Algonquian, Ojibwa-Potawatomi
nai	nord-améridien (langues)	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Papua New Guinea	"indiennes d'Amérique du Nord, autres langues ; atakapa ; chitimacha ; tunica ; yuki"	https://api.istex.fr/document/?q=language:nai	http://lexvo.org/id/iso639-5/nai	https://api.istex.fr/document/?q=language:nai AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:nai AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:nai AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:nai AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:nai AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:nai AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:nai AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:nai AND publicationDate:[2001 TO 2100]	5	Developing		https://www.ethnologue.com/language/bio	Kwomtari, Nuclear Kwomtari
glv	mannois	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Isle of Man	manx	https://api.istex.fr/document/?q=language:glv	http://lexvo.org/id/iso639-3/glv	https://api.istex.fr/document/?q=language:glv AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:glv AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:glv AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:glv AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:glv AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:glv AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:glv AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:glv AND publicationDate:[2001 TO 2100]	9	Reawakening	De facto language of national identity	https://www.ethnologue.com/language/glv	Indo-European, Celtic, Insular, Goidelic
per	persan moderne	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A macrolanguage of Iran	farsi ; iranien	https://api.istex.fr/document/?q=language:per	http://lexvo.org/id/iso639-3/fas	https://api.istex.fr/document/?q=language:per AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:per AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:per AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:per AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:per AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:per AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:per AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:per AND publicationDate:[2001 TO 2100]	n/a			https://www.ethnologue.com/language/fas
syr	syriaque	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A macrolanguage of Iraq		https://api.istex.fr/document/?q=language:syr	http://lexvo.org/id/iso639-3/syr	https://api.istex.fr/document/?q=language:syr AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:syr AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:syr AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:syr AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:syr AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:syr AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:syr AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:syr AND publicationDate:[2001 TO 2100]	n/a			https://www.ethnologue.com/language/syr
nor	norvégien	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Norway		https://api.istex.fr/document/?q=language:nor	http://lexvo.org/id/iso639-3/nor	https://api.istex.fr/document/?q=language:nor AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:nor AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:nor AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:nor AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:nor AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:nor AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:nor AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:nor AND publicationDate:[2001 TO 2100]	1	National	De facto national language	https://www.ethnologue.com/language/nor	Indo-European, Germanic, North, East Scandinavian, Danish-Swedish, Danish-Bokmal
cat	catalan	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Spain	valencien	https://api.istex.fr/document/?q=language:cat	http://lexvo.org/id/iso639-3/cat	https://api.istex.fr/document/?q=language:cat AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:cat AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:cat AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:cat AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:cat AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:cat AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:cat AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:cat AND publicationDate:[2001 TO 2100]	2	Provincial	Statutory provincial language in Balearic Islands (1983, Statute of Autonomy of the Balearic Islands, No. 2 (1983), Article 3(3)). Statutory provincial language in Balearic Islands (1983, Statute of Autonomy of the Balearic Islands, No. 2 (1983), Article 3(3)). Statutory provincial language in Valencia Autonomous Community (1982, Autonomy Act, No. 9, 1982, Article 7), Valencian in local laws. Statutory provincial language in Aragon Autonomous Community (1982, Autonomy Act, No. 8, 1982, Article 7), LAPAO (Eastern Aragonese) in local laws. Statutory provincial language in Catalonia Autonomous Community (1979, Autonomy Act, No. 4, 1979, Article 3(2,5)).	https://www.ethnologue.com/language/cat	Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, East Iberian
fro	français ancien	http://www.iso.org/iso/fr/home/standards/language_codes.htm	n/a	(842-ca. 1400)	https://api.istex.fr/document/?q=language:fro	http://lexvo.org/id/iso639-3/fro	https://api.istex.fr/document/?q=language:fro AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:fro AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:fro AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:fro AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:fro AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:fro AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:fro AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:fro AND publicationDate:[2001 TO 2100]	n/a
new	nepal bhasa	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Nepal		https://api.istex.fr/document/?q=language:new	http://lexvo.org/id/iso639-3/new	https://api.istex.fr/document/?q=language:new AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:new AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:new AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:new AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:new AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:new AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:new AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:new AND publicationDate:[2001 TO 2100]	4	Educational	Language of recognized indigenous nationality: Newar	https://www.ethnologue.com/language/new	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Newar
zxx	pas de contenu linguistique	http://www.iso.org/iso/fr/home/standards/language_codes.htm	n/a		https://api.istex.fr/document/?q=language:zxx	http://lexvo.org/id/iso639-3/zxx	https://api.istex.fr/document/?q=language:zxx AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:zxx AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:zxx AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:zxx AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:zxx AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:zxx AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:zxx AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:zxx AND publicationDate:[2001 TO 2100]	n/a
tur	turc	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Turkey		https://api.istex.fr/document/?q=language:tur	http://lexvo.org/id/iso639-3/tur	https://api.istex.fr/document/?q=language:tur AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:tur AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:tur AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:tur AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:tur AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:tur AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:tur AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:tur AND publicationDate:[2001 TO 2100]	1	National	Statutory national language (1982, Constitution, Article 3)	https://www.ethnologue.com/language/tur	Turkic, Southern, Turkish
pal	pahlavi	http://www.iso.org/iso/fr/home/standards/language_codes.htm	n/a	pehlevi	https://api.istex.fr/document/?q=language:pal	http://lexvo.org/id/iso639-3/pal	https://api.istex.fr/document/?q=language:pal AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:pal AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:pal AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:pal AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:pal AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:pal AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:pal AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:pal AND publicationDate:[2001 TO 2100]	n/a
amh	amharique	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Ethiopia		https://api.istex.fr/document/?q=language:amh	http://lexvo.org/id/iso639-3/amh	https://api.istex.fr/document/?q=language:amh AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:amh AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:amh AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:amh AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:amh AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:amh AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:amh AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:amh AND publicationDate:[2001 TO 2100]	1	National	Statutory national language (1994, Constitution, Art 5(2)), also statutory provincial language	https://www.ethnologue.com/language/amh	Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Amharic-Argobba
arm	arménien	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Armenia		https://api.istex.fr/document/?q=language:arm	http://lexvo.org/id/iso639-3/hye	https://api.istex.fr/document/?q=language:arm AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:arm AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:arm AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:arm AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:arm AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:arm AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:arm AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:arm AND publicationDate:[2001 TO 2100]	1	National	Statutory national language (1995, Constitution, Article 12)	https://www.ethnologue.com/language/hye	Indo-European, Armenian
glg	galicien	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Spain		https://api.istex.fr/document/?q=language:glg	http://lexvo.org/id/iso639-3/glg	https://api.istex.fr/document/?q=language:glg AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:glg AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:glg AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:glg AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:glg AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:glg AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:glg AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:glg AND publicationDate:[2001 TO 2100]	2	Provincial	Statutory provincial language in Galicia Autonomous Community (1981, Autonomy Statute, Act 1 of 6 April, Article 5)	https://www.ethnologue.com/language/glg	Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Portuguese-Galician
gmh	allemand, moyen haut	http://www.iso.org/iso/fr/home/standards/language_codes.htm	n/a	(ca. 1050-1500) ; francique, moyen ; Mittelhochdeutsch	https://api.istex.fr/document/?q=language:gmh	http://lexvo.org/id/iso639-3/gmh	https://api.istex.fr/document/?q=language:gmh AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:gmh AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:gmh AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:gmh AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:gmh AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:gmh AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:gmh AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:gmh AND publicationDate:[2001 TO 2100]	n/a
hun	hongrois	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Hungary		https://api.istex.fr/document/?q=language:hun	http://lexvo.org/id/iso639-3/hun	https://api.istex.fr/document/?q=language:hun AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:hun AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:hun AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:hun AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:hun AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:hun AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:hun AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:hun AND publicationDate:[2001 TO 2100]	1	National	De facto national language	https://www.ethnologue.com/language/hun	Uralic
lit	lituanien	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Lithuania		https://api.istex.fr/document/?q=language:lit	http://lexvo.org/id/iso639-3/lit	https://api.istex.fr/document/?q=language:lit AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:lit AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:lit AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:lit AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:lit AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:lit AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:lit AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:lit AND publicationDate:[2001 TO 2100]	1	National	Statutory national language (1992, Constitution, Article 14)	https://www.ethnologue.com/language/lit	Indo-European, Balto-Slavic, Baltic, Eastern
may	malais	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A macrolanguage of Malaysia		https://api.istex.fr/document/?q=language:may	http://lexvo.org/id/iso639-3/msa	https://api.istex.fr/document/?q=language:may AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:may AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:may AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:may AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:may AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:may AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:may AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:may AND publicationDate:[2001 TO 2100]	n/a			https://www.ethnologue.com/language/msa
moh	mohawk	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of Canada		https://api.istex.fr/document/?q=language:moh	http://lexvo.org/id/iso639-3/moh	https://api.istex.fr/document/?q=language:moh AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:moh AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:moh AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:moh AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:moh AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:moh AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:moh AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:moh AND publicationDate:[2001 TO 2100]	6b 	Threatened		https://www.ethnologue.com/language/moh	Iroquoian, Northern Iroquoian, Five Nations-Huronian-Susquehannock, Five Nations-Susquehannock, Mohawk-Oneida
peo	persan ancien	http://www.iso.org/iso/fr/home/standards/language_codes.htm	n/a	perse, vieux (ca. 600-400 av. J.-C.)	https://api.istex.fr/document/?q=language:peo	http://lexvo.org/id/iso639-3/peo	https://api.istex.fr/document/?q=language:peo AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:peo AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:peo AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:peo AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:peo AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:peo AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:peo AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:peo AND publicationDate:[2001 TO 2100]	n/a
san	sanskrit	http://www.iso.org/iso/fr/home/standards/language_codes.htm	A language of India		https://api.istex.fr/document/?q=language:san	http://lexvo.org/id/iso639-3/san	https://api.istex.fr/document/?q=language:san AND publicationDate:[1301 TO 1400]	https://api.istex.fr/document/?q=language:san AND publicationDate:[1401 TO 1500]	https://api.istex.fr/document/?q=language:san AND publicationDate:[1501 TO 1600]	https://api.istex.fr/document/?q=language:san AND publicationDate:[1601 TO 1700]	https://api.istex.fr/document/?q=language:san AND publicationDate:[1701 TO 1800]	https://api.istex.fr/document/?q=language:san AND publicationDate:[1801 TO 1900]	https://api.istex.fr/document/?q=language:san AND publicationDate:[1901 TO 2000]	https://api.istex.fr/document/?q=language:san AND publicationDate:[2001 TO 2100]	4	Educational	Statutory language of national identity (1950, Constitution, Schedule VIII)	https://www.ethnologue.com/language/san	Indo-European, Indo-Iranian, Indo-Aryan
